transaction_id,transaction_date,transaction_time,transaction_qty,store_id,store_location,unit_price,product_category,product_type
1460,06/06/2023,15:18:10,1,2,Groningen,3.25,Tea,Chai tea
1461,06/11/2023,11:27:00,1,1,Amsterdam,3.15,Tea,Green tea
1462,06/09/2023,13:03:02,2,2,Groningen,4.5,Chocolate,Hot chocolate
1463,06/08/2023,06:02:39,2,2,Groningen,2.0,Coffee,Black coffee
1464,06/07/2023,10:52:03,2,2,Groningen,3.5,Tea,Herbal tea
1465,06/11/2023,09:17:56,2,3,Breda,3.25,Tea,Chai tea
1466,06/06/2023,17:55:31,1,2,Groningen,3.0,Bakery,Scone
1467,06/07/2023,14:04:47,1,3,Breda,3.25,Tea,Chai tea
1468,06/10/2023,11:01:28,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1469,06/09/2023,08:31:51,2,3,Breda,3.75,Bakery,Sandwich
1470,06/06/2023,17:43:29,1,2,Groningen,3.25,Tea,Chai tea
1471,06/08/2023,10:38:30,2,1,Amsterdam,3.0,Bakery,Scone
1472,06/07/2023,07:45:37,6,2,Groningen,4.5,Chocolate,Hot chocolate
1473,06/07/2023,16:55:14,1,2,Groningen,3.0,Bakery,Scone
1474,06/11/2023,10:20:03,2,3,Breda,3.25,Tea,Chai tea
1475,06/10/2023,16:04:40,4,2,Groningen,4.5,Chocolate,Hot chocolate
1476,06/06/2023,16:50:46,1,2,Groningen,2.0,Coffee,Black coffee
1477,06/09/2023,17:10:27,1,2,Groningen,3.5,Bakery,Pie
1478,06/09/2023,18:35:43,1,2,Groningen,3.15,Tea,Green tea
1479,06/08/2023,08:29:34,2,3,Breda,3.0,Tea,Black tea
1480,06/09/2023,10:44:01,2,3,Breda,3.5,Bakery,Pie
1481,06/11/2023,13:53:33,1,2,Groningen,4.5,Chocolate,Hot chocolate
1482,06/09/2023,11:17:56,1,2,Groningen,3.5,Bakery,Pie
1483,06/10/2023,19:04:33,4,3,Breda,6.3,Coffee,Organic blended coffee
1484,06/11/2023,15:29:30,2,3,Breda,3.5,Coffee,Milk coffee
1485,06/10/2023,09:27:02,2,3,Breda,3.5,Coffee,Milk coffee
1486,06/07/2023,14:39:34,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1487,06/11/2023,12:00:19,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1488,06/08/2023,16:17:27,2,2,Groningen,4.25,Coffee,Syrup coffee
1489,06/06/2023,,1,1,Amsterdam,3.25,Tea,Chai tea
1490,06/11/2023,11:52:31,1,2,Groningen,3.75,Bakery,Sandwich
1491,06/09/2023,14:00:41,2,1,Amsterdam,3.75,Bakery,Sandwich
1492,06/09/2023,09:05:49,1,3,Breda,4.25,Coffee,Syrup coffee
1493,06/09/2023,15:48:08,2,3,Breda,3.25,Tea,Chai tea
1494,06/09/2023,08:50:45,1,3,Breda,3.0,Tea,Black tea
1495,06/09/2023,08:19:29,1,2,Groningen,4.5,Chocolate,Hot chocolate
1496,06/10/2023,12:48:59,3,2,Groningen,3.15,Tea,Green tea
1497,06/06/2023,11:55:48,,2,Groningen,2.0,Coffee,Black coffee
1498,06/05/2023,12:40:41,2,2,Groningen,3.5,Coffee,Milk coffee
1499,06/09/2023,09:35:08,1,2,Groningen,3.5,Tea,Herbal tea
1500,06/09/2023,12:45:18,1,3,Breda,3.5,Bakery,Pie
1501,06/10/2023,14:32:10,2,2,Groningen,3.5,Bakery,Pie
1502,06/07/2023,16:54:48,3,2,Groningen,4.5,Chocolate,Hot chocolate
1503,06/08/2023,12:47:28,4,1,Amsterdam,2.0,Coffee,Black coffee
1504,06/10/2023,12:25:38,2,1,Amsterdam,2.0,Coffee,Black coffee
1505,06/09/2023,14:46:12,3,1,Amsterdam,3.15,Tea,Green tea
1506,06/06/2023,14:49:18,2,1,Amsterdam,3.15,Tea,Green tea
1507,06/08/2023,12:10:08,2,3,Breda,3.0,Tea,Black tea
1508,06/11/2023,,1,3,Breda,3.0,Tea,Black tea
1509,06/11/2023,10:52:48,2,2,Groningen,2.0,Coffee,Black coffee
1510,06/10/2023,19:37:43,5,3,Breda,4.5,Chocolate,Hot chocolate
1511,06/11/2023,17:40:26,2,2,Groningen,3.25,Tea,Chai tea
1512,06/08/2023,15:12:34,4,1,Amsterdam,4.5,Chocolate,Hot chocolate
1513,06/10/2023,16:14:37,2,2,Groningen,3.75,Bakery,Sandwich
1514,06/10/2023,08:02:56,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1515,06/10/2023,12:25:15,3,3,Breda,2.0,Coffee,Black coffee
1516,06/11/2023,13:46:32,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1517,06/08/2023,17:20:29,2,3,Breda,6.3,Coffee,Organic blended coffee
1518,06/07/2023,09:03:26,2,3,Breda,3.5,Tea,Herbal tea
1519,06/07/2023,08:25:32,1,3,Breda,4.5,Chocolate,Hot chocolate
1520,06/06/2023,11:31:34,1,2,Groningen,3.5,Coffee,Milk coffee
1521,06/10/2023,10:46:27,3,3,Breda,4.5,Chocolate,Hot chocolate
1522,06/08/2023,18:53:00,1,2,Groningen,3.25,Tea,Chai tea
1523,06/05/2023,08:03:34,1,2,Groningen,3.5,Bakery,Pie
1524,06/06/2023,17:31:23,2,3,Breda,3.5,Tea,Herbal tea
1525,06/09/2023,06:26:39,2,3,Breda,3.15,Tea,Green tea
1526,06/10/2023,12:31:49,3,3,Breda,3.5,Bakery,Pie
1527,06/08/2023,10:59:08,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1528,06/09/2023,09:04:36,2,3,Breda,4.5,Chocolate,Hot chocolate
1529,06/09/2023,16:43:04,5,1,Amsterdam,3.25,Tea,Chai tea
1530,06/07/2023,11:53:42,4,2,Groningen,4.5,Chocolate,Hot chocolate
1531,06/09/2023,15:34:37,1,2,Groningen,4.25,Coffee,Syrup coffee
1532,06/11/2023,14:51:06,3,1,Amsterdam,3.25,Tea,Chai tea
1533,06/05/2023,15:21:28,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1534,06/11/2023,12:58:18,5,3,Breda,3.15,Tea,Green tea
1535,06/10/2023,18:20:55,2,3,Breda,3.25,Tea,Chai tea
1536,06/10/2023,16:49:33,1,2,Groningen,2.0,Coffee,Black coffee
1537,06/11/2023,15:49:54,1,1,Amsterdam,3.5,Bakery,Pie
1538,06/08/2023,16:00:11,1,2,Groningen,4.5,Chocolate,Hot chocolate
1539,06/09/2023,08:57:57,1,3,Breda,4.25,Coffee,Syrup coffee
1540,06/08/2023,06:32:23,1,2,Groningen,4.5,Chocolate,Hot chocolate
1541,06/09/2023,10:07:16,1,2,Groningen,4.25,Coffee,Syrup coffee
1542,06/09/2023,15:58:08,2,2,Groningen,4.5,Chocolate,Hot chocolate
1543,06/11/2023,12:29:29,2,1,Amsterdam,3.75,Bakery,Sandwich
1544,06/05/2023,16:07:18,2,3,Breda,6.3,Coffee,Organic blended coffee
1545,06/10/2023,16:29:01,1,3,Breda,4.5,Chocolate,Hot chocolate
1546,06/07/2023,08:07:24,1,2,Groningen,4.5,Chocolate,Hot chocolate
1547,06/08/2023,11:59:34,1,2,Groningen,3.5,Coffee,Milk coffee
1548,06/08/2023,10:48:22,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1549,06/09/2023,13:28:28,1,2,Groningen,4.5,Chocolate,Hot chocolate
1550,06/10/2023,06:15:07,2,3,Breda,3.25,Tea,Chai tea
1551,06/10/2023,13:26:06,5,3,Breda,3.15,Tea,Green tea
1552,06/09/2023,11:19:46,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1553,06/08/2023,14:23:32,1,3,Breda,4.5,Chocolate,Hot chocolate
1554,06/05/2023,10:13:15,1,3,Breda,3.5,Coffee,Milk coffee
1555,06/11/2023,17:55:31,1,2,Groningen,3.5,Tea,Herbal tea
1556,06/10/2023,14:47:31,3,1,Amsterdam,4.25,Coffee,Syrup coffee
1557,06/11/2023,08:40:29,2,1,Amsterdam,3.25,Tea,Chai tea
1558,06/10/2023,12:06:57,1,1,Amsterdam,3.0,Tea,Black tea
1559,06/09/2023,18:33:39,1,2,Groningen,3.5,Bakery,Pie
1560,06/10/2023,13:37:35,2,3,Breda,4.5,Chocolate,Hot chocolate
1561,06/09/2023,16:46:39,1,3,Breda,4.5,Chocolate,Hot chocolate
1562,06/11/2023,18:47:50,1,3,Breda,3.15,Tea,Green tea
1563,06/09/2023,15:33:10,1,2,Groningen,4.5,Chocolate,Hot chocolate
1564,06/11/2023,11:31:57,2,2,Groningen,3.25,Tea,Chai tea
1565,06/10/2023,08:30:31,2,1,Amsterdam,3.25,Tea,Chai tea
1566,06/09/2023,11:35:39,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1567,06/09/2023,12:46:02,1,1,Amsterdam,3.0,Bakery,Scone
1568,06/08/2023,08:18:01,2,3,Breda,2.0,Coffee,Black coffee
1569,06/10/2023,13:20:08,2,3,Breda,2.0,Coffee,Black coffee
1570,06/10/2023,06:08:15,1,2,Groningen,3.5,Coffee,Milk coffee
1571,06/09/2023,17:53:00,2,2,Groningen,4.5,Chocolate,Hot chocolate
1572,06/05/2023,09:02:09,1,2,Groningen,3.5,Tea,Herbal tea
1573,06/07/2023,16:22:53,1,2,Groningen,3.15,Tea,Green tea
1574,06/11/2023,11:41:10,2,2,Groningen,6.3,Coffee,Organic blended coffee
1575,06/10/2023,11:54:53,1,2,Groningen,3.0,Tea,Black tea
1576,06/10/2023,12:30:19,1,2,Groningen,3.5,Coffee,Milk coffee
1577,06/10/2023,10:58:28,2,3,Breda,2.0,Coffee,Black coffee
1578,06/11/2023,13:00:09,1,1,Amsterdam,3.5,Bakery,Pie
1579,06/07/2023,18:02:02,1,2,Groningen,3.5,Bakery,Pie
1580,06/10/2023,10:43:47,2,2,Groningen,3.0,Tea,Black tea
1581,06/07/2023,09:34:43,4,2,Groningen,3.15,Tea,Green tea
1582,06/11/2023,14:46:53,2,1,Amsterdam,3.25,Tea,Chai tea
1583,06/06/2023,08:55:57,1,2,Groningen,4.5,Chocolate,Hot chocolate
1584,06/08/2023,11:33:20,2,2,Groningen,4.25,Coffee,Syrup coffee
1585,06/10/2023,10:54:27,1,2,Groningen,3.5,Tea,Herbal tea
1586,06/09/2023,16:22:53,2,2,Groningen,4.5,Chocolate,Hot chocolate
1587,06/10/2023,06:30:41,4,3,Breda,4.5,Chocolate,Hot chocolate
1588,06/05/2023,14:37:19,1,1,Amsterdam,3.0,Bakery,Scone
1589,06/09/2023,14:53:10,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1590,06/08/2023,11:37:03,2,2,Groningen,2.0,Coffee,Black coffee
1591,06/10/2023,09:48:02,1,3,Breda,3.75,Bakery,Sandwich
1592,06/11/2023,08:21:04,2,2,Groningen,3.75,Bakery,Sandwich
1593,06/10/2023,08:42:03,4,3,Breda,3.0,Tea,Black tea
1594,06/09/2023,11:52:10,4,2,Groningen,3.5,Coffee,Milk coffee
1595,06/06/2023,15:52:31,1,2,Groningen,4.25,Coffee,Syrup coffee
1596,06/06/2023,19:14:31,1,1,Amsterdam,3.5,Tea,Herbal tea
1597,06/10/2023,08:09:42,1,3,Breda,3.5,Bakery,Pie
1598,06/10/2023,10:28:47,2,1,Amsterdam,3.15,Tea,Green tea
1599,06/08/2023,16:35:12,2,2,Groningen,3.25,Tea,Chai tea
1600,06/06/2023,10:31:33,1,2,Groningen,3.5,Coffee,Milk coffee
1601,06/05/2023,13:32:17,1,1,Amsterdam,3.5,Coffee,Milk coffee
1602,06/09/2023,13:44:30,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1603,06/10/2023,16:37:41,1,2,Groningen,3.0,Bakery,Scone
1604,06/11/2023,14:32:19,1,1,Amsterdam,3.5,Bakery,Pie
1605,06/10/2023,15:45:50,1,2,Groningen,4.5,Chocolate,Hot chocolate
1606,06/11/2023,11:31:21,2,2,Groningen,3.5,Bakery,Pie
1607,06/06/2023,06:04:04,2,2,Groningen,6.3,Coffee,Organic blended coffee
1608,06/11/2023,,2,2,Groningen,2.0,Coffee,Black coffee
1609,06/05/2023,12:51:42,1,3,Breda,3.25,Tea,Chai tea
1610,06/06/2023,08:58:07,2,2,Groningen,4.5,Chocolate,Hot chocolate
1611,06/05/2023,18:33:33,3,1,Amsterdam,3.25,Tea,Chai tea
1612,06/10/2023,06:37:38,1,2,Groningen,2.0,Coffee,Black coffee
1613,06/06/2023,08:55:13,1,3,Breda,3.0,Tea,Black tea
1614,06/09/2023,09:01:30,1,1,Amsterdam,3.5,Coffee,Milk coffee
1615,06/07/2023,06:59:08,2,2,Groningen,4.25,Coffee,Syrup coffee
1616,06/07/2023,14:44:55,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1617,06/10/2023,09:08:45,2,3,Breda,4.5,Chocolate,Hot chocolate
1618,06/09/2023,08:41:44,2,3,Breda,3.15,Tea,Green tea
1619,06/09/2023,08:39:10,3,2,Groningen,4.5,Chocolate,Hot chocolate
1620,06/11/2023,10:05:33,2,2,Groningen,3.0,Bakery,Scone
1621,06/07/2023,17:53:49,2,1,Amsterdam,3.25,Tea,Chai tea
1622,06/09/2023,11:03:33,2,2,Groningen,4.5,Chocolate,Hot chocolate
1623,06/10/2023,10:51:09,1,3,Breda,4.25,Coffee,Syrup coffee
1624,06/10/2023,14:06:46,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1625,06/07/2023,18:29:46,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1626,06/08/2023,12:01:49,1,1,Amsterdam,2.0,Coffee,Black coffee
1627,06/10/2023,08:30:43,2,2,Groningen,3.0,Bakery,Scone
1628,06/06/2023,10:20:43,2,3,Breda,6.3,Coffee,Organic blended coffee
1629,06/09/2023,16:30:21,1,3,Breda,3.75,Bakery,Sandwich
1630,06/11/2023,06:22:22,1,2,Groningen,3.75,Bakery,Sandwich
1631,06/08/2023,14:51:26,2,2,Groningen,4.5,Chocolate,Hot chocolate
1632,06/11/2023,12:12:23,1,1,Amsterdam,3.5,Bakery,Pie
1633,06/11/2023,06:57:11,1,2,Groningen,4.5,Chocolate,Hot chocolate
1634,06/08/2023,15:13:07,2,3,Breda,3.25,Tea,Chai tea
1635,06/09/2023,08:22:42,1,2,Groningen,3.5,Bakery,Pie
1636,06/11/2023,17:42:46,1,3,Breda,4.5,Chocolate,Hot chocolate
1637,06/09/2023,,2,3,Breda,6.3,Coffee,Organic blended coffee
1638,06/10/2023,11:24:31,2,2,Groningen,4.5,Chocolate,Hot chocolate
1639,06/11/2023,10:31:35,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1640,06/09/2023,06:16:35,1,1,Amsterdam,3.0,Tea,Black tea
1641,06/07/2023,09:27:10,1,3,Breda,4.5,Chocolate,Hot chocolate
1642,06/07/2023,10:45:56,2,2,Groningen,4.5,Chocolate,Hot chocolate
1643,06/09/2023,10:10:29,2,1,Amsterdam,3.75,Bakery,Sandwich
1644,06/08/2023,10:58:26,1,2,Groningen,2.0,Coffee,Black coffee
1645,06/07/2023,12:15:47,2,2,Groningen,3.15,Tea,Green tea
1646,06/10/2023,12:00:31,2,3,Breda,3.25,Tea,Chai tea
1647,06/11/2023,14:08:03,2,1,Amsterdam,3.25,Tea,Chai tea
1648,06/08/2023,09:18:52,1,2,Groningen,3.15,Tea,Green tea
1649,06/11/2023,10:00:26,2,1,Amsterdam,3.5,Tea,Herbal tea
1650,06/09/2023,06:35:10,5,2,Groningen,3.75,Bakery,Sandwich
1651,06/06/2023,10:35:57,1,3,Breda,3.5,Tea,Herbal tea
1652,06/09/2023,18:24:28,1,2,Groningen,2.0,Coffee,Black coffee
1653,06/08/2023,16:47:33,1,2,Groningen,3.5,Coffee,Milk coffee
1654,06/10/2023,08:23:39,2,2,Groningen,3.5,Coffee,Milk coffee
1655,06/06/2023,,2,2,Groningen,3.75,Bakery,Sandwich
1656,06/09/2023,13:07:28,6,2,Groningen,4.5,Chocolate,Hot chocolate
1657,06/09/2023,14:09:36,3,3,Breda,3.5,Bakery,Pie
1658,06/07/2023,11:17:13,2,3,Breda,6.3,Coffee,Organic blended coffee
1659,06/11/2023,17:31:25,2,3,Breda,3.15,Tea,Green tea
1660,06/05/2023,10:35:51,3,1,Amsterdam,6.3,Coffee,Organic blended coffee
1661,06/08/2023,08:56:26,1,3,Breda,3.75,Bakery,Sandwich
1662,06/08/2023,13:37:16,1,2,Groningen,3.0,Tea,Black tea
1663,06/10/2023,06:49:12,2,1,Amsterdam,6.3,Coffee,Organic blended coffee
1664,06/11/2023,15:45:36,6,2,Groningen,4.5,Chocolate,Hot chocolate
1665,06/08/2023,10:52:29,1,3,Breda,3.5,Coffee,Milk coffee
1666,06/11/2023,08:45:27,4,2,Groningen,4.5,Chocolate,Hot chocolate
1667,06/08/2023,09:46:46,3,2,Groningen,3.5,Coffee,Milk coffee
1668,06/11/2023,12:43:54,1,2,Groningen,4.5,Chocolate,Hot chocolate
1669,06/08/2023,18:51:18,2,3,Breda,3.0,Tea,Black tea
1670,06/11/2023,08:45:30,1,3,Breda,4.25,Coffee,Syrup coffee
1671,06/08/2023,16:57:03,4,2,Groningen,3.0,Tea,Black tea
1672,06/10/2023,11:49:42,2,2,Groningen,6.3,Coffee,Organic blended coffee
1673,06/07/2023,18:36:13,2,2,Groningen,4.5,Chocolate,Hot chocolate
1674,06/10/2023,16:02:39,2,3,Breda,3.15,Tea,Green tea
1675,06/06/2023,11:42:40,1,2,Groningen,3.75,Bakery,Sandwich
1676,06/11/2023,08:30:57,2,2,Groningen,3.75,Bakery,Sandwich
1677,06/06/2023,14:40:21,2,2,Groningen,3.25,Tea,Chai tea
1678,06/11/2023,08:27:11,1,3,Breda,4.5,Chocolate,Hot chocolate
1679,06/10/2023,07:35:43,1,2,Groningen,6.3,Coffee,Organic blended coffee
1680,06/10/2023,08:38:01,2,1,Amsterdam,3.5,Tea,Herbal tea
1681,06/09/2023,08:55:33,1,2,Groningen,3.75,Bakery,Sandwich
1682,06/08/2023,18:03:06,2,2,Groningen,3.0,Bakery,Scone
1683,06/08/2023,,2,1,Amsterdam,3.75,Bakery,Sandwich
1684,06/09/2023,18:36:50,3,1,Amsterdam,3.5,Tea,Herbal tea
1685,06/10/2023,06:41:05,2,1,Amsterdam,3.5,Coffee,Milk coffee
1686,06/08/2023,15:15:29,2,1,Amsterdam,3.0,Bakery,Scone
1687,06/09/2023,08:11:10,1,2,Groningen,3.25,Tea,Chai tea
1688,06/09/2023,11:20:29,2,2,Groningen,3.5,Bakery,Pie
1689,06/07/2023,10:32:59,3,1,Amsterdam,3.5,Bakery,Pie
1690,06/10/2023,11:35:37,2,2,Groningen,3.5,Bakery,Pie
1691,06/06/2023,17:27:13,2,2,Groningen,4.5,Chocolate,Hot chocolate
1692,06/08/2023,10:20:56,2,1,Amsterdam,2.0,Coffee,Black coffee
1693,06/08/2023,16:43:55,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1694,06/09/2023,16:17:39,2,2,Groningen,6.3,Coffee,Organic blended coffee
1695,06/07/2023,08:34:36,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1696,06/06/2023,14:26:59,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1697,06/10/2023,16:28:05,1,2,Groningen,6.3,Coffee,Organic blended coffee
1698,06/05/2023,10:59:44,1,3,Breda,2.0,Coffee,Black coffee
1699,06/07/2023,06:41:55,1,2,Groningen,4.5,Chocolate,Hot chocolate
1700,06/08/2023,10:25:56,2,3,Breda,4.25,Coffee,Syrup coffee
1701,06/11/2023,16:33:57,5,1,Amsterdam,4.5,Chocolate,Hot chocolate
1702,06/11/2023,17:12:07,1,2,Groningen,3.75,Bakery,Sandwich
1703,06/11/2023,08:59:15,2,2,Groningen,3.5,Bakery,Pie
1704,06/11/2023,19:09:39,1,3,Breda,4.5,Chocolate,Hot chocolate
1705,06/09/2023,13:40:02,2,2,Groningen,4.5,Chocolate,Hot chocolate
1706,06/07/2023,08:12:52,2,2,Groningen,3.15,Tea,Green tea
1707,06/06/2023,08:22:31,2,2,Groningen,3.0,Tea,Black tea
1708,06/09/2023,15:12:00,1,3,Breda,6.3,Coffee,Organic blended coffee
1709,06/10/2023,07:14:00,1,3,Breda,4.5,Chocolate,Hot chocolate
1710,06/11/2023,06:56:35,6,1,Amsterdam,3.5,Coffee,Milk coffee
1711,06/06/2023,08:26:43,2,1,Amsterdam,3.5,Coffee,Milk coffee
1712,06/05/2023,10:40:47,2,1,Amsterdam,2.0,Coffee,Black coffee
1713,06/10/2023,15:26:25,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1714,06/07/2023,17:48:09,5,2,Groningen,4.5,Chocolate,Hot chocolate
1715,06/09/2023,08:55:27,1,3,Breda,2.0,Coffee,Black coffee
1716,06/09/2023,16:45:52,2,2,Groningen,3.5,Tea,Herbal tea
1717,06/05/2023,17:19:54,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1718,06/11/2023,14:24:42,2,1,Amsterdam,3.5,Bakery,Pie
1719,06/10/2023,14:00:43,1,1,Amsterdam,3.0,Bakery,Scone
1720,06/08/2023,,1,3,Breda,3.15,Tea,Green tea
1721,06/07/2023,11:53:55,3,1,Amsterdam,3.75,Bakery,Sandwich
1722,06/11/2023,14:36:45,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1723,06/10/2023,17:40:52,1,2,Groningen,4.5,Chocolate,Hot chocolate
1724,06/05/2023,14:21:29,2,1,Amsterdam,3.5,Tea,Herbal tea
1725,06/08/2023,08:56:31,1,2,Groningen,4.5,Chocolate,Hot chocolate
1726,06/07/2023,12:24:17,5,1,Amsterdam,3.5,Tea,Herbal tea
1727,06/11/2023,13:58:33,1,1,Amsterdam,3.5,Tea,Herbal tea
1728,06/10/2023,17:34:05,1,2,Groningen,3.75,Bakery,Sandwich
1729,06/11/2023,16:14:05,2,3,Breda,3.5,Bakery,Pie
1730,06/08/2023,15:27:43,3,2,Groningen,3.0,Bakery,Scone
1731,06/10/2023,10:42:56,2,3,Breda,6.3,Coffee,Organic blended coffee
1732,06/10/2023,14:02:29,1,3,Breda,3.5,Tea,Herbal tea
1733,06/06/2023,16:26:29,2,2,Groningen,3.25,Tea,Chai tea
1734,06/08/2023,09:37:24,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1735,06/08/2023,11:09:08,3,3,Breda,3.25,Tea,Chai tea
1736,06/10/2023,10:45:24,2,1,Amsterdam,2.0,Coffee,Black coffee
1737,06/08/2023,07:23:36,1,1,Amsterdam,3.0,Bakery,Scone
1738,06/07/2023,11:41:23,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1739,06/09/2023,11:38:33,3,2,Groningen,4.5,Chocolate,Hot chocolate
1740,06/09/2023,09:49:36,1,2,Groningen,3.0,Bakery,Scone
1741,06/08/2023,17:15:03,2,3,Breda,3.5,Bakery,Pie
1742,06/09/2023,15:26:58,2,3,Breda,3.5,Bakery,Pie
1743,06/10/2023,17:33:26,1,2,Groningen,4.5,Chocolate,Hot chocolate
1744,06/10/2023,17:08:02,2,2,Groningen,4.5,Chocolate,Hot chocolate
1745,06/08/2023,10:14:46,1,3,Breda,4.5,Chocolate,Hot chocolate
1746,06/07/2023,09:21:08,1,2,Groningen,3.0,Tea,Black tea
1747,06/10/2023,08:45:04,2,2,Groningen,3.5,Bakery,Pie
1748,06/10/2023,16:14:22,2,3,Breda,3.75,Bakery,Sandwich
1749,06/10/2023,19:55:34,3,1,Amsterdam,3.15,Tea,Green tea
1750,06/11/2023,12:10:57,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1751,06/11/2023,13:33:54,2,3,Breda,2.0,Coffee,Black coffee
1752,06/10/2023,13:24:13,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1753,06/08/2023,11:45:22,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1754,06/07/2023,16:38:35,1,2,Groningen,3.25,Tea,Chai tea
1755,06/08/2023,16:49:36,1,2,Groningen,3.0,Bakery,Scone
1756,06/05/2023,16:16:45,1,2,Groningen,3.25,Tea,Chai tea
1757,06/09/2023,13:06:25,1,1,Amsterdam,3.5,Tea,Herbal tea
1758,06/10/2023,17:46:41,4,2,Groningen,2.0,Coffee,Black coffee
1759,06/07/2023,11:44:39,2,2,Groningen,3.75,Bakery,Sandwich
1760,06/07/2023,11:57:29,2,1,Amsterdam,4.5,Chocolate,Hot chocolate
1761,06/10/2023,17:15:28,3,2,Groningen,3.0,Tea,Black tea
1762,06/06/2023,08:06:18,1,2,Groningen,3.0,Bakery,Scone
1763,06/11/2023,09:42:27,2,2,Groningen,3.5,Bakery,Pie
1764,06/06/2023,08:21:56,6,2,Groningen,3.5,Coffee,Milk coffee
1765,06/05/2023,13:12:41,4,3,Breda,2.0,Coffee,Black coffee
1766,06/10/2023,17:57:26,3,2,Groningen,3.25,Tea,Chai tea
1767,06/11/2023,12:12:44,1,1,Amsterdam,3.5,Bakery,Pie
1768,06/07/2023,15:31:19,1,2,Groningen,3.5,Bakery,Pie
1769,06/05/2023,12:55:53,1,2,Groningen,3.0,Bakery,Scone
1770,06/07/2023,17:24:56,6,1,Amsterdam,4.5,Chocolate,Hot chocolate
1771,06/09/2023,11:14:12,1,1,Amsterdam,3.5,Tea,Herbal tea
1772,06/10/2023,16:11:39,6,2,Groningen,3.0,Bakery,Scone
1773,06/05/2023,09:14:25,3,2,Groningen,3.25,Tea,Chai tea
1774,06/08/2023,12:45:17,2,1,Amsterdam,3.0,Bakery,Scone
1775,06/08/2023,11:07:35,2,2,Groningen,3.5,Tea,Herbal tea
1776,06/11/2023,09:53:07,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1777,06/10/2023,15:47:43,2,2,Groningen,3.25,Tea,Chai tea
1778,06/08/2023,10:41:14,2,3,Breda,3.15,Tea,Green tea
1779,06/08/2023,18:43:14,1,1,Amsterdam,6.3,Coffee,Organic blended coffee
1780,06/10/2023,15:16:17,1,1,Amsterdam,3.0,Bakery,Scone
1781,06/11/2023,06:19:41,1,2,Groningen,4.25,Coffee,Syrup coffee
1782,06/11/2023,08:21:57,2,2,Groningen,3.5,Bakery,Pie
1783,06/06/2023,16:11:13,3,2,Groningen,4.5,Chocolate,Hot chocolate
1784,06/11/2023,09:16:05,1,2,Groningen,3.75,Bakery,Sandwich
1785,06/10/2023,10:34:26,2,1,Amsterdam,4.25,Coffee,Syrup coffee
1786,06/07/2023,08:00:20,3,2,Groningen,3.0,Tea,Black tea
1787,06/10/2023,10:39:15,1,2,Groningen,3.25,Tea,Chai tea
1788,06/09/2023,10:53:04,2,3,Breda,3.5,Coffee,Milk coffee
1789,06/10/2023,06:52:47,1,1,Amsterdam,4.5,Chocolate,Hot chocolate
1790,06/11/2023,08:04:55,2,3,Breda,3.5,Bakery,Pie
1791,06/07/2023,07:34:08,2,2,Groningen,3.5,Coffee,Milk coffee
1792,06/06/2023,11:55:35,2,3,Breda,4.5,Chocolate,Hot chocolate
1793,06/11/2023,16:21:59,1,2,Groningen,3.5,Bakery,Pie
1794,06/06/2023,16:47:04,1,1,Amsterdam,4.25,Coffee,Syrup coffee
1795,06/10/2023,08:42:31,5,1,Amsterdam,4.5,Chocolate,Hot chocolate
1796,06/06/2023,12:14:50,2,2,Groningen,3.0,Bakery,Scone
1797,06/10/2023,18:32:40,1,2,Groningen,4.25,Coffee,Syrup coffee
1798,06/09/2023,10:49:22,3,2,Groningen,4.5,Chocolate,Hot chocolate
1799,06/10/2023,18:19:02,3,2,Groningen,3.75,Bakery,Sandwich
1800,06/06/2023,14:53:22,2,2,Groningen,2.0,Coffee,Black coffee
1801,06/11/2023,08:00:04,1,1,Amsterdam,3.75,Bakery,Sandwich
1802,06/09/2023,14:02:59,2,1,Amsterdam,2.0,Coffee,Black coffee
